longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,<1H OCEAN,INLAND,NEAR BAY,NEAR OCEAN,rooms_per_household,bedrooms_per_household,persons_per_household,income_per_person
-117.94,34.15,33.0,859.0,144.0,421.0,138.0,4.4821,220100.0,INLAND,0,1,0,0,6.22463768115942,1.0434782608695652,3.050724637681159,106.46318289786224
-117.95,34.16,17.0,7116.0,1089.0,3538.0,1083.0,6.2654,273800.0,INLAND,0,1,0,0,6.570637119113574,1.005540166204986,3.2668513388734994,17.708875070661392
-117.94,34.14,33.0,1620.0,283.0,868.0,275.0,5.4110000000000005,219400.0,INLAND,0,1,0,0,5.890909090909091,1.029090909090909,3.1563636363636363,62.33870967741937
-117.95,34.14,23.0,3859.0,710.0,2283.0,759.0,4.5594,184500.0,INLAND,0,1,0,0,5.084321475625823,0.9354413702239789,3.007905138339921,19.971090670170828
-117.95,34.14,33.0,1943.0,440.0,1526.0,353.0,3.0380000000000003,137500.0,INLAND,0,1,0,0,5.504249291784703,1.246458923512748,4.3229461756373935,19.908256880733948
-117.96,34.14,27.0,2221.0,542.0,1328.0,523.0,2.5275,151700.0,INLAND,0,1,0,0,4.246653919694072,1.0363288718929253,2.5391969407265775,19.03237951807229
-117.96,34.14,33.0,1994.0,405.0,993.0,403.0,3.766,163900.0,INLAND,0,1,0,0,4.947890818858561,1.0049627791563276,2.464019851116625,37.92547834843907
-117.96,34.14,9.0,907.0,207.0,619.0,194.0,3.9464,179600.0,INLAND,0,1,0,0,4.675257731958763,1.0670103092783505,3.1907216494845363,63.75444264943457
-117.97,34.14,15.0,3595.0,964.0,1839.0,877.0,2.6014,150300.0,INLAND,0,1,0,0,4.099201824401368,1.0992018244013684,2.096921322690992,14.145731375747689
-117.97,34.14,33.0,1328.0,348.0,903.0,329.0,3.1094,136000.0,INLAND,0,1,0,0,4.036474164133739,1.0577507598784195,2.74468085106383,34.434108527131784
-117.97,34.13,42.0,683.0,127.0,541.0,138.0,3.4375,151700.0,INLAND,0,1,0,0,4.949275362318841,0.9202898550724637,3.920289855072464,63.539741219963034
-117.98,34.14,24.0,1596.0,388.0,1329.0,352.0,3.0417,148000.0,INLAND,0,1,0,0,4.534090909090909,1.1022727272727273,3.7755681818181817,22.887133182844245
-117.97,34.13,33.0,2038.0,473.0,1546.0,469.0,3.4777,144500.0,INLAND,0,1,0,0,4.345415778251599,1.0085287846481876,3.29637526652452,22.49482535575679
-117.98,34.13,37.0,1447.0,309.0,1279.0,290.0,4.0083,142900.0,INLAND,0,1,0,0,4.989655172413793,1.0655172413793104,4.410344827586207,31.339327599687255
-117.98,34.13,29.0,2110.0,460.0,1890.0,448.0,3.6806,130500.0,INLAND,0,1,0,0,4.709821428571429,1.0267857142857142,4.21875,19.474074074074075
-117.97,34.15,33.0,2474.0,472.0,1268.0,437.0,6.4576,500001.0,INLAND,0,1,0,0,5.661327231121281,1.080091533180778,2.9016018306636155,50.927444794952685
-117.97,34.17,35.0,5005.0,848.0,2112.0,813.0,4.9968,295000.0,INLAND,0,1,0,0,6.1562115621156215,1.0430504305043051,2.5977859778597785,23.65909090909091
-118.0,34.16,42.0,1020.0,156.0,398.0,157.0,6.101,311800.0,INLAND,0,1,0,0,6.496815286624204,0.9936305732484076,2.535031847133758,153.29145728643215
-118.01,34.16,47.0,1745.0,270.0,753.0,275.0,5.532,318500.0,INLAND,0,1,0,0,6.345454545454546,0.9818181818181818,2.7381818181818183,73.46613545816733
-117.99,34.18,23.0,2981.0,432.0,1165.0,437.0,6.5254,365000.0,INLAND,0,1,0,0,6.821510297482837,0.988558352402746,2.665903890160183,56.01201716738198
-117.99,34.16,40.0,3838.0,696.0,1851.0,674.0,4.2407,262000.0,INLAND,0,1,0,0,5.6943620178041545,1.032640949554896,2.7462908011869436,22.910318746623446
-118.0,34.16,52.0,1354.0,227.0,531.0,206.0,4.8059,270600.0,INLAND,0,1,0,0,6.572815533980583,1.1019417475728155,2.5776699029126213,90.5065913370998
-118.0,34.15,48.0,3436.0,673.0,1540.0,648.0,4.275,256800.0,INLAND,0,1,0,0,5.302469135802469,1.0385802469135803,2.376543209876543,27.75974025974026
-118.01,34.15,23.0,2234.0,472.0,986.0,439.0,3.9125,265500.0,INLAND,0,1,0,0,5.088838268792711,1.0751708428246014,2.2460136674259683,39.68052738336714
-118.02,34.15,44.0,2419.0,437.0,1045.0,432.0,3.875,280800.0,<1H OCEAN,1,0,0,0,5.599537037037037,1.0115740740740742,2.4189814814814814,37.08133971291866
-118.02,34.17,32.0,3868.0,548.0,1558.0,528.0,9.4667,500001.0,INLAND,0,1,0,0,7.325757575757576,1.0378787878787878,2.9507575757575757,60.761874197689345
-118.03,34.16,36.0,1640.0,239.0,693.0,253.0,6.6888,500001.0,INLAND,0,1,0,0,6.482213438735178,0.9446640316205533,2.739130434782609,96.51948051948052
-118.03,34.15,43.0,1694.0,283.0,674.0,267.0,4.1797,486800.0,INLAND,0,1,0,0,6.344569288389513,1.0599250936329587,2.5243445692883895,62.013353115727014
-118.02,34.15,44.0,2267.0,426.0,980.0,372.0,3.6,307400.0,INLAND,0,1,0,0,6.094086021505376,1.1451612903225807,2.6344086021505375,36.734693877551024
-118.06,34.17,38.0,2726.0,398.0,1059.0,380.0,7.2419,410400.0,INLAND,0,1,0,0,7.173684210526316,1.0473684210526315,2.786842105263158,68.38432483474976
-118.05,34.17,45.0,2535.0,455.0,1036.0,437.0,5.0482,388900.0,INLAND,0,1,0,0,5.80091533180778,1.0411899313501145,2.3707093821510297,48.727799227799224
-118.04,34.17,52.0,1885.0,401.0,764.0,373.0,4.0385,265700.0,INLAND,0,1,0,0,5.053619302949062,1.0750670241286864,2.0482573726541555,52.859947643979055
-118.04,34.18,37.0,3134.0,532.0,1220.0,508.0,5.2865,455400.0,INLAND,0,1,0,0,6.169291338582677,1.047244094488189,2.4015748031496065,43.33196721311475
-118.04,34.16,38.0,1594.0,249.0,633.0,247.0,5.9582,350700.0,INLAND,0,1,0,0,6.4534412955465585,1.008097165991903,2.562753036437247,94.1263823064771
-118.05,34.16,23.0,3908.0,732.0,1688.0,725.0,4.5625,376800.0,INLAND,0,1,0,0,5.3903448275862065,1.0096551724137932,2.3282758620689656,27.029028436018958
-118.05,34.16,41.0,3320.0,713.0,1236.0,659.0,3.5694,278600.0,INLAND,0,1,0,0,5.03793626707132,1.0819423368740515,1.8755690440060697,28.87864077669903
-118.06,34.16,23.0,1467.0,298.0,816.0,267.0,3.6705,286500.0,INLAND,0,1,0,0,5.49438202247191,1.1161048689138577,3.056179775280899,44.981617647058826
-118.06,34.16,34.0,2297.0,419.0,909.0,412.0,4.8214,362500.0,INLAND,0,1,0,0,5.575242718446602,1.016990291262136,2.2063106796116503,53.04070407040704
-118.07,34.16,35.0,3585.0,671.0,1401.0,623.0,4.125,330000.0,INLAND,0,1,0,0,5.754414125200642,1.0770465489566614,2.248796147672552,29.443254817987153
-118.03,34.16,36.0,1401.0,218.0,667.0,225.0,7.1615,484700.0,INLAND,0,1,0,0,6.226666666666667,0.9688888888888889,2.9644444444444447,107.3688155922039
-118.03,34.16,23.0,2731.0,366.0,1034.0,338.0,9.8098,500001.0,INLAND,0,1,0,0,8.079881656804734,1.0828402366863905,3.059171597633136,94.8723404255319
-118.05,34.15,32.0,5131.0,665.0,1877.0,622.0,8.2004,500001.0,INLAND,0,1,0,0,8.2491961414791,1.0691318327974277,3.017684887459807,43.688865210442195
-118.06,34.15,37.0,1980.0,226.0,697.0,226.0,15.0001,500001.0,INLAND,0,1,0,0,8.761061946902656,1.0,3.084070796460177,215.20946915351507
-118.05,34.14,23.0,2125.0,295.0,862.0,303.0,8.9728,500001.0,INLAND,0,1,0,0,7.013201320132013,0.9735973597359736,2.844884488448845,104.09280742459397
-118.06,34.13,40.0,4307.0,918.0,1769.0,845.0,3.6341,391500.0,INLAND,0,1,0,0,5.097041420118344,1.0863905325443788,2.093491124260355,20.543244771057093
-118.06,34.14,42.0,2461.0,379.0,1179.0,360.0,7.0315,437300.0,INLAND,0,1,0,0,6.836111111111111,1.0527777777777778,3.275,59.63952502120441
-118.06,34.14,40.0,2662.0,379.0,1151.0,387.0,8.4889,500001.0,INLAND,0,1,0,0,6.8785529715762275,0.979328165374677,2.9741602067183464,73.75238922675933
-118.03,34.14,44.0,1446.0,250.0,721.0,243.0,4.7308,352200.0,INLAND,0,1,0,0,5.950617283950617,1.02880658436214,2.9670781893004117,65.61442441054092
-118.04,34.13,22.0,3359.0,643.0,1227.0,588.0,4.645,276200.0,INLAND,0,1,0,0,5.712585034013605,1.0935374149659864,2.086734693877551,37.85656071719641
-118.04,34.15,34.0,1523.0,311.0,676.0,295.0,3.3621,377200.0,INLAND,0,1,0,0,5.16271186440678,1.0542372881355933,2.2915254237288134,49.735207100591715
-118.04,34.13,35.0,249.0,31.0,268.0,29.0,15.0001,500001.0,INLAND,0,1,0,0,8.586206896551724,1.0689655172413792,9.241379310344827,559.705223880597
-118.05,34.13,23.0,3264.0,729.0,1475.0,668.0,3.735,218300.0,INLAND,0,1,0,0,4.88622754491018,1.091317365269461,2.2080838323353293,25.322033898305083
-118.06,34.13,28.0,12139.0,2873.0,5359.0,2731.0,3.292,227300.0,INLAND,0,1,0,0,4.444891980959356,1.0519956060051263,1.9622848773343098,6.14293711513342
-118.02,34.14,34.0,1077.0,257.0,1165.0,199.0,2.6316,252800.0,INLAND,0,1,0,0,5.4120603015075375,1.2914572864321607,5.8542713567839195,22.58884120171674
-118.02,34.13,32.0,3308.0,718.0,1803.0,667.0,3.9464,273600.0,INLAND,0,1,0,0,4.95952023988006,1.0764617691154423,2.7031484257871066,21.8879645036051
-118.03,34.14,31.0,4353.0,1117.0,2338.0,1037.0,3.0727,242600.0,INLAND,0,1,0,0,4.197685631629701,1.0771456123432979,2.2545805207328833,13.142429426860566
-118.01,34.13,36.0,1332.0,217.0,648.0,203.0,4.7159,365900.0,INLAND,0,1,0,0,6.561576354679803,1.0689655172413792,3.1921182266009853,72.77623456790124
-118.02,34.13,33.0,2874.0,458.0,1239.0,431.0,5.2329,430900.0,INLAND,0,1,0,0,6.6682134570765665,1.062645011600928,2.874709976798144,42.23486682808716
-118.02,34.13,34.0,1966.0,319.0,980.0,297.0,7.7307,429000.0,INLAND,0,1,0,0,6.619528619528619,1.0740740740740742,3.2996632996632997,78.88469387755102
-118.03,34.13,33.0,2352.0,373.0,995.0,359.0,4.9583,445700.0,INLAND,0,1,0,0,6.5515320334261835,1.0389972144846797,2.7715877437325904,49.832160804020106
-118.02,34.12,37.0,2250.0,360.0,989.0,329.0,6.1536,366000.0,INLAND,0,1,0,0,6.838905775075988,1.094224924012158,3.0060790273556233,62.22042467138524
-118.02,34.11,35.0,2454.0,458.0,1110.0,435.0,3.8029,414800.0,INLAND,0,1,0,0,5.641379310344828,1.0528735632183908,2.5517241379310347,34.26036036036036
-118.02,34.12,36.0,1471.0,246.0,751.0,230.0,5.4555,395100.0,INLAND,0,1,0,0,6.395652173913043,1.0695652173913044,3.265217391304348,72.64314247669773
-118.02,34.12,38.0,1778.0,288.0,870.0,281.0,6.5784,408500.0,INLAND,0,1,0,0,6.327402135231317,1.0249110320284698,3.096085409252669,75.61379310344827
-118.03,34.11,34.0,2837.0,460.0,1344.0,458.0,6.5722,437400.0,INLAND,0,1,0,0,6.1943231441048034,1.0043668122270741,2.9344978165938866,48.90029761904762
-118.01,34.14,23.0,3350.0,831.0,1816.0,744.0,2.8352,161700.0,INLAND,0,1,0,0,4.502688172043011,1.1169354838709677,2.4408602150537635,15.612334801762115
-118.01,34.14,23.0,3425.0,754.0,2202.0,729.0,3.52,187300.0,INLAND,0,1,0,0,4.698216735253772,1.0342935528120714,3.0205761316872426,15.985467756584923
-118.02,34.14,31.0,6854.0,1578.0,4131.0,1524.0,3.5878,222800.0,INLAND,0,1,0,0,4.497375328083989,1.0354330708661417,2.7106299212598426,8.685064149116437
-117.99,34.15,44.0,2492.0,611.0,1951.0,596.0,3.1304,185600.0,INLAND,0,1,0,0,4.181208053691275,1.0251677852348993,3.273489932885906,16.045105074320862
-118.0,34.15,43.0,2583.0,633.0,1544.0,617.0,2.5417,178300.0,INLAND,0,1,0,0,4.186385737439222,1.0259319286871962,2.5024311183144246,16.46178756476684
-118.01,34.15,32.0,6597.0,1579.0,3689.0,1459.0,3.2377,184100.0,INLAND,0,1,0,0,4.5215901302261825,1.0822481151473613,2.528444139821796,8.776633233938735
-117.98,34.14,27.0,6341.0,1289.0,2899.0,1192.0,3.6336,235200.0,INLAND,0,1,0,0,5.319630872483222,1.0813758389261745,2.432046979865772,12.533977233528804
-117.99,34.14,30.0,2346.0,435.0,1988.0,474.0,2.5625,153000.0,INLAND,0,1,0,0,4.949367088607595,0.9177215189873418,4.194092827004219,12.889839034205231
-118.0,34.13,24.0,2584.0,520.0,1869.0,503.0,3.2841,167000.0,INLAND,0,1,0,0,5.137176938369781,1.0337972166998013,3.7157057654075545,17.571428571428573
-118.0,34.14,31.0,1298.0,431.0,1131.0,425.0,1.0548,178100.0,INLAND,0,1,0,0,3.0541176470588236,1.0141176470588236,2.6611764705882353,9.326259946949602
-118.0,34.14,39.0,1302.0,303.0,800.0,291.0,3.2723,166900.0,INLAND,0,1,0,0,4.474226804123711,1.041237113402062,2.7491408934707904,40.90375
-118.0,34.13,35.0,1005.0,224.0,742.0,221.0,3.5481,158100.0,INLAND,0,1,0,0,4.547511312217194,1.0135746606334841,3.3574660633484164,47.818059299191376
-117.99,34.13,37.0,1568.0,371.0,1165.0,350.0,2.9605,129400.0,INLAND,0,1,0,0,4.48,1.06,3.3285714285714287,25.412017167381975
-117.99,34.12,37.0,1527.0,331.0,1504.0,324.0,3.2857,130100.0,INLAND,0,1,0,0,4.712962962962963,1.021604938271605,4.6419753086419755,21.846409574468087
-117.99,34.12,35.0,1040.0,231.0,1040.0,242.0,2.5395,139200.0,INLAND,0,1,0,0,4.297520661157025,0.9545454545454546,4.297520661157025,24.41826923076923
-118.0,34.12,37.0,1340.0,325.0,928.0,333.0,3.9219,175000.0,INLAND,0,1,0,0,4.024024024024024,0.975975975975976,2.7867867867867866,42.261853448275865
-118.0,34.12,42.0,870.0,170.0,546.0,164.0,4.625,173800.0,INLAND,0,1,0,0,5.304878048780488,1.0365853658536586,3.3292682926829267,84.70695970695971
-118.01,34.13,38.0,3374.0,671.0,1906.0,640.0,4.0729,212300.0,INLAND,0,1,0,0,5.271875,1.0484375,2.978125,21.368835257082896
-118.01,34.12,43.0,1185.0,207.0,657.0,198.0,4.5491,214800.0,INLAND,0,1,0,0,5.984848484848484,1.0454545454545454,3.3181818181818183,69.24048706240487
-118.01,34.12,32.0,1937.0,332.0,922.0,340.0,3.94,278400.0,INLAND,0,1,0,0,5.697058823529412,0.9764705882352941,2.711764705882353,42.73318872017354
-118.01,34.11,32.0,1978.0,536.0,826.0,470.0,2.5114,212200.0,INLAND,0,1,0,0,4.208510638297873,1.1404255319148937,1.7574468085106383,30.404358353510897
-118.01,34.11,43.0,1858.0,345.0,1054.0,329.0,3.5625,211600.0,INLAND,0,1,0,0,5.64741641337386,1.0486322188449848,3.2036474164133737,33.799810246679314
-118.01,34.11,36.0,1722.0,320.0,1165.0,322.0,4.2132,212200.0,INLAND,0,1,0,0,5.3478260869565215,0.9937888198757764,3.6180124223602483,36.16480686695278
-118.02,34.1,36.0,1928.0,361.0,1008.0,368.0,4.7330000000000005,233700.0,INLAND,0,1,0,0,5.239130434782608,0.9809782608695652,2.739130434782609,46.95436507936509
-118.02,34.1,36.0,452.0,80.0,248.0,83.0,1.9688,226000.0,INLAND,0,1,0,0,5.445783132530121,0.963855421686747,2.9879518072289155,79.38709677419355
-118.02,34.11,39.0,1504.0,280.0,718.0,261.0,4.625,219000.0,INLAND,0,1,0,0,5.762452107279693,1.0727969348659003,2.7509578544061304,64.4150417827298
-118.03,34.1,38.0,2301.0,416.0,1079.0,398.0,4.4236,233600.0,INLAND,0,1,0,0,5.78140703517588,1.0452261306532664,2.7110552763819094,40.997219647822064
-118.03,34.1,30.0,2773.0,634.0,1376.0,540.0,2.7857,201700.0,INLAND,0,1,0,0,5.135185185185185,1.174074074074074,2.5481481481481483,20.244912790697676
-118.03,34.1,31.0,2647.0,539.0,1473.0,520.0,3.94,223900.0,INLAND,0,1,0,0,5.0903846153846155,1.0365384615384616,2.832692307692308,26.748133061778685
-118.03,34.1,32.0,2668.0,609.0,1512.0,541.0,2.9422,233100.0,INLAND,0,1,0,0,4.931608133086876,1.1256931608133087,2.7948243992606283,19.45899470899471
-118.03,34.11,38.0,2076.0,361.0,988.0,332.0,5.9175,416900.0,INLAND,0,1,0,0,6.253012048192771,1.0873493975903614,2.9759036144578315,59.89372469635628
-118.04,34.11,44.0,773.0,120.0,405.0,121.0,5.0,447100.0,INLAND,0,1,0,0,6.3884297520661155,0.9917355371900827,3.347107438016529,123.45679012345678
-118.04,34.11,37.0,1275.0,177.0,598.0,174.0,7.1885,500001.0,INLAND,0,1,0,0,7.327586206896552,1.0172413793103448,3.4367816091954024,120.20903010033445
-118.05,34.11,42.0,3677.0,627.0,1779.0,622.0,5.1509,426500.0,INLAND,0,1,0,0,5.911575562700965,1.0080385852090032,2.860128617363344,28.953906689151207
-118.04,34.13,39.0,2485.0,382.0,1072.0,342.0,6.0878,430200.0,INLAND,0,1,0,0,7.266081871345029,1.1169590643274854,3.134502923976608,56.78917910447761
-118.04,34.12,39.0,2522.0,380.0,1113.0,357.0,5.2249,445200.0,INLAND,0,1,0,0,7.064425770308123,1.0644257703081232,3.1176470588235294,46.94429469901168
-118.04,34.12,44.0,2007.0,288.0,921.0,307.0,6.5989,500001.0,INLAND,0,1,0,0,6.537459283387622,0.9381107491856677,3.0,71.64929424538545
-118.04,34.12,30.0,2170.0,318.0,984.0,309.0,5.6916,500001.0,INLAND,0,1,0,0,7.022653721682848,1.029126213592233,3.1844660194174756,57.84146341463415
-118.05,34.12,20.0,5218.0,959.0,1165.0,850.0,3.55,476700.0,INLAND,0,1,0,0,6.138823529411765,1.128235294117647,1.3705882352941177,30.472103004291846
-118.06,34.12,25.0,3891.0,848.0,1848.0,759.0,3.6639,248100.0,INLAND,0,1,0,0,5.126482213438735,1.1172595520421607,2.4347826086956523,19.8262987012987
-118.06,34.12,34.0,2941.0,558.0,1660.0,576.0,4.5667,271500.0,INLAND,0,1,0,0,5.105902777777778,0.96875,2.8819444444444446,27.51024096385542
-118.06,34.12,35.0,2053.0,369.0,1044.0,375.0,4.1875,275400.0,INLAND,0,1,0,0,5.474666666666667,0.984,2.784,40.11015325670498
-118.05,34.11,48.0,1410.0,304.0,677.0,274.0,3.2596,272400.0,INLAND,0,1,0,0,5.145985401459854,1.1094890510948905,2.4708029197080292,48.147710487444606
-118.06,34.11,36.0,2178.0,485.0,1165.0,412.0,2.7656,239500.0,INLAND,0,1,0,0,5.286407766990291,1.1771844660194175,2.8276699029126213,23.739055793991415
-118.06,34.11,39.0,2603.0,547.0,1196.0,487.0,3.0854,248700.0,INLAND,0,1,0,0,5.344969199178645,1.1232032854209446,2.455852156057495,25.797658862876254
-118.04,34.1,39.0,2302.0,412.0,1590.0,406.0,4.8017,273800.0,INLAND,0,1,0,0,5.669950738916256,1.0147783251231528,3.916256157635468,30.19937106918239
-118.05,34.1,36.0,1606.0,318.0,889.0,294.0,4.7931,272600.0,INLAND,0,1,0,0,5.462585034013605,1.0816326530612246,3.0238095238095237,53.9156355455568
-118.06,34.1,38.0,3229.0,636.0,1599.0,609.0,3.8646,257100.0,<1H OCEAN,1,0,0,0,5.302134646962233,1.0443349753694582,2.625615763546798,24.168855534709195
-118.06,34.1,42.0,1576.0,313.0,697.0,282.0,4.3523,283600.0,<1H OCEAN,1,0,0,0,5.588652482269503,1.1099290780141844,2.471631205673759,62.443328550932556
-118.06,34.1,43.0,1833.0,355.0,786.0,334.0,3.5761,256700.0,<1H OCEAN,1,0,0,0,5.4880239520958085,1.062874251497006,2.3532934131736525,45.49745547073791
-118.06,34.1,38.0,2438.0,442.0,1165.0,461.0,3.6995,260100.0,<1H OCEAN,1,0,0,0,5.288503253796096,0.9587852494577006,2.527114967462039,31.755364806866954
-118.04,34.1,38.0,2317.0,451.0,1155.0,426.0,4.1488,235300.0,INLAND,0,1,0,0,5.438967136150235,1.0586854460093897,2.711267605633803,35.92034632034631
-118.04,34.09,34.0,2597.0,461.0,1542.0,470.0,4.6211,248900.0,INLAND,0,1,0,0,5.525531914893617,0.9808510638297873,3.2808510638297874,29.968223086900128
-118.05,34.1,30.0,2143.0,427.0,1107.0,416.0,4.2321,252200.0,INLAND,0,1,0,0,5.1514423076923075,1.0264423076923077,2.6610576923076925,38.230352303523034
-118.05,34.1,42.0,2065.0,404.0,1313.0,402.0,4.0179,274300.0,INLAND,0,1,0,0,5.13681592039801,1.0049751243781095,3.2661691542288556,30.600913937547602
-118.06,34.09,30.0,2036.0,388.0,1165.0,371.0,4.0625,262500.0,<1H OCEAN,1,0,0,0,5.487870619946092,1.045822102425876,3.1401617250673852,34.871244635193136
-118.06,34.1,38.0,1960.0,330.0,874.0,308.0,4.8594,265900.0,<1H OCEAN,1,0,0,0,6.363636363636363,1.0714285714285714,2.8376623376623376,55.59954233409611
-118.06,34.09,36.0,1239.0,238.0,717.0,237.0,3.244,258100.0,<1H OCEAN,1,0,0,0,5.227848101265823,1.0042194092827004,3.0253164556962027,45.24407252440726
-118.06,34.09,40.0,1975.0,389.0,1116.0,378.0,4.2898,251600.0,<1H OCEAN,1,0,0,0,5.224867724867725,1.029100529100529,2.9523809523809526,38.43906810035842
-118.07,34.09,40.0,1745.0,370.0,1293.0,357.0,2.5474,198100.0,<1H OCEAN,1,0,0,0,4.8879551820728295,1.0364145658263306,3.6218487394957983,19.701469450889405
-118.07,34.09,35.0,1224.0,267.0,887.0,276.0,4.0987,202400.0,<1H OCEAN,1,0,0,0,4.434782608695652,0.967391304347826,3.213768115942029,46.20856820744081
-118.08,34.09,33.0,2557.0,578.0,1715.0,530.0,2.9196,208800.0,<1H OCEAN,1,0,0,0,4.824528301886793,1.090566037735849,3.2358490566037736,17.023906705539357
-118.08,34.09,34.0,1823.0,457.0,1485.0,401.0,3.7222,207200.0,<1H OCEAN,1,0,0,0,4.546134663341646,1.139650872817955,3.7032418952618453,25.065319865319864
-118.08,34.09,32.0,3214.0,718.0,2316.0,751.0,3.7066,206800.0,<1H OCEAN,1,0,0,0,4.279627163781624,0.9560585885486018,3.0838881491344874,16.004317789291882
-118.04,34.09,34.0,2001.0,388.0,1461.0,397.0,3.8304,183000.0,INLAND,0,1,0,0,5.040302267002519,0.9773299748110831,3.6801007556675063,26.217659137577
-118.04,34.08,35.0,1148.0,258.0,975.0,253.0,4.037,173300.0,<1H OCEAN,1,0,0,0,4.537549407114624,1.0197628458498025,3.8537549407114624,41.40512820512821
-118.04,34.09,32.0,1339.0,334.0,817.0,349.0,2.8333,186000.0,INLAND,0,1,0,0,3.836676217765043,0.9570200573065902,2.340974212034384,34.67931456548347
-118.05,34.09,23.0,602.0,135.0,409.0,123.0,3.5268,146400.0,<1H OCEAN,1,0,0,0,4.894308943089431,1.0975609756097562,3.3252032520325203,86.22982885085574
-118.02,34.09,32.0,1747.0,399.0,1199.0,402.0,3.4286,191800.0,INLAND,0,1,0,0,4.345771144278607,0.9925373134328358,2.982587064676617,28.595496246872393
-118.02,34.08,29.0,2741.0,667.0,2449.0,677.0,3.6944,175200.0,INLAND,0,1,0,0,4.048744460856721,0.9852289512555391,3.617429837518464,15.085340955492038
-118.02,34.09,24.0,2080.0,514.0,1976.0,478.0,2.6917,170000.0,INLAND,0,1,0,0,4.351464435146443,1.0753138075313808,4.133891213389122,13.621963562753036
-118.03,34.09,29.0,1219.0,338.0,1152.0,323.0,2.8029,180900.0,INLAND,0,1,0,0,3.7739938080495357,1.0464396284829722,3.56656346749226,24.330729166666668
-118.03,34.08,32.0,1780.0,484.0,1732.0,454.0,2.4464,169600.0,INLAND,0,1,0,0,3.920704845814978,1.066079295154185,3.814977973568282,14.124711316397228
-118.0,34.1,34.0,2249.0,460.0,1544.0,441.0,3.4005,176300.0,INLAND,0,1,0,0,5.099773242630386,1.0430839002267573,3.5011337868480727,22.02396373056995
-118.01,34.09,29.0,3402.0,747.0,2331.0,690.0,3.6094,179200.0,INLAND,0,1,0,0,4.930434782608696,1.0826086956521739,3.378260869565217,15.484341484341485
-118.01,34.1,27.0,2424.0,542.0,1713.0,557.0,3.8085,181400.0,INLAND,0,1,0,0,4.351885098743267,0.9730700179533214,3.0754039497307,22.23292469352014
-118.01,34.1,35.0,2120.0,412.0,1375.0,405.0,3.4609,166300.0,INLAND,0,1,0,0,5.234567901234568,1.017283950617284,3.3950617283950617,25.170181818181817
-118.0,34.08,29.0,2003.0,401.0,1520.0,364.0,3.994,195300.0,INLAND,0,1,0,0,5.502747252747253,1.1016483516483517,4.175824175824176,26.276315789473685
-118.01,34.08,30.0,2281.0,522.0,1969.0,500.0,3.6531,166300.0,INLAND,0,1,0,0,4.562,1.044,3.938,18.553072625698324
-118.02,34.08,28.0,2769.0,631.0,2452.0,581.0,2.6071,175900.0,INLAND,0,1,0,0,4.76592082616179,1.0860585197934596,4.220309810671257,10.632544861337683
-118.01,34.08,35.0,1852.0,358.0,1414.0,347.0,4.275,173600.0,INLAND,0,1,0,0,5.337175792507205,1.031700288184438,4.07492795389049,30.233380480905232
-118.01,34.09,32.0,1613.0,361.0,1283.0,404.0,3.1944,181700.0,INLAND,0,1,0,0,3.992574257425743,0.8935643564356436,3.1757425742574257,24.897895557287608
-118.0,34.08,23.0,1627.0,318.0,1279.0,289.0,4.6467,185100.0,INLAND,0,1,0,0,5.629757785467128,1.1003460207612457,4.42560553633218,36.33072713057076
-118.02,34.08,31.0,2402.0,632.0,2830.0,603.0,2.3333,164200.0,INLAND,0,1,0,0,3.9834162520729683,1.0480928689883913,4.693200663349917,8.24487632508834
-118.03,34.08,37.0,775.0,179.0,726.0,183.0,3.25,159200.0,INLAND,0,1,0,0,4.2349726775956285,0.9781420765027322,3.9672131147540983,44.76584022038568
-118.03,34.08,42.0,1597.0,373.0,1165.0,352.0,2.9688,162800.0,INLAND,0,1,0,0,4.536931818181818,1.0596590909090908,3.309659090909091,25.483261802575107
-118.04,34.07,52.0,177.0,59.0,269.0,75.0,2.3611,131300.0,<1H OCEAN,1,0,0,0,2.36,0.7866666666666666,3.5866666666666664,87.77323420074349
-118.05,34.08,34.0,572.0,154.0,752.0,182.0,2.0433,138800.0,<1H OCEAN,1,0,0,0,3.142857142857143,0.8461538461538461,4.131868131868132,27.17154255319149
-118.05,34.08,25.0,4909.0,1422.0,4983.0,1293.0,2.7254,143500.0,<1H OCEAN,1,0,0,0,3.7965970610982214,1.099767981438515,3.8538283062645013,5.469395946217138
-118.05,34.08,30.0,1572.0,427.0,1857.0,428.0,2.4914,159200.0,<1H OCEAN,1,0,0,0,3.6728971962616823,0.9976635514018691,4.338785046728972,13.416262789445343
-118.06,34.08,37.0,778.0,205.0,850.0,198.0,2.5119,180500.0,<1H OCEAN,1,0,0,0,3.9292929292929295,1.0353535353535352,4.292929292929293,29.55176470588235
-118.06,34.08,34.0,1197.0,260.0,942.0,245.0,3.4202,189100.0,<1H OCEAN,1,0,0,0,4.885714285714286,1.0612244897959184,3.8448979591836734,36.30785562632696
-118.06,34.08,42.0,1988.0,402.0,1239.0,402.0,3.2569,201500.0,<1H OCEAN,1,0,0,0,4.945273631840796,1.0,3.082089552238806,26.286521388216304
-118.07,34.08,38.0,2462.0,553.0,1843.0,538.0,3.2312,211900.0,<1H OCEAN,1,0,0,0,4.5762081784386615,1.0278810408921932,3.425650557620818,17.532284319045036
